"","Scleractinian_branching","Scleractinian_encrusting","Scleractinian_massive","Scleractinian_laminar","Scleractinian_solitary","Gorgonia","Black_coral","Hydroids","CCA","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others"
"60_TUAMAK1_15",4,37.33,0,5.34,4,0,0,0,0,0,0,0,17.33,1.33,0
"60_TUAMAK1_16",0,4,0,0,8,0,0,0,0,0,0,0,30.67,0,0
"60_TUAMAK1_17",18.67,51.99,20,2.67,0,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK1_18",0,10.66,5.33,50.67,0,0,0,0,4,0,0,0,22.67,0,0
"60_TUAMAK1_19",6.66,25.33,60,5.33,0,0,0,0,1.33,0,0,0,1.33,0,0
"60_TUAMAK1_20",0,36,33.33,2.67,0,0,0,0,0,0,0,0,1.33,0,0
"60_TUAMAK1_21",0,29.33,13.33,44,0,0,0,0,2.67,0,0,0,4,0,0
"60_TUAMAK1_22",6.67,41.33,32,1.33,2.66,0,0,0,1.33,0,0,0,1.33,0,0
"60_TUAMAK1_23",28,24,20,18.67,0,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK1_24",0,10.66,46.67,20,0,0,0,0,4,0,0,0,0,0,0
"60_TUAMAK1_25",10.66,28,48,6.67,1.33,0,0,0,1.33,0,0,0,2.67,0,0
"60_TUAMAK1_26",0,22.66,40,0,9.33,0,0,0,1.33,0,0,0,0,0,0
"60_TUAMAK1_27",1.33,21.33,26.67,6.67,4,0,0,0,4,0,2.67,0,0,0,0
"60_TUAMAK1_28",0,21.33,8,20,0,0,0,0,1.33,0,0,0,9.33,0,0
"60_TUAMAK1_29",1.33,56,30.67,4,0,0,0,0,1.33,0,0,0,0,0,0
"60_TUAMAK1_30",2.67,25.34,49.33,10.67,0,0,0,0,4,0,0,0,0,0,0
"60_TUAMAK2_1",0,8,14.67,25.33,2.67,0,0,0,0,0,1.33,0,8,0,1.33
"60_TUAMAK2_2",1.33,5.33,12,35.99,2.66,0,0,0,0,0,0,0,4,0,0
"60_TUAMAK2_3",2.67,6.67,65.33,10.67,8,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK2_4",2.67,5.33,62.67,5.33,6.67,0,0,0,0,0,2.67,0,0,0,1.33
"60_TUAMAK2_5",2.67,16,69.33,0,1.33,0,0,0,0,0,2.67,0,0,0,0
"60_TUAMAK2_6",42.67,8,18.67,2.67,0,0,0,0,0,0,9.33,0,2.67,0,0
"60_TUAMAK2_7",0,13.33,68,6.66,0,0,0,0,0,0,0,4,0,0,0
"60_TUAMAK2_8",6.67,2.67,36,25.33,2.67,0,0,0,0,0,0,0,2.67,0,0
"60_TUAMAK2_9",0,17.33,33.33,15.99,0,0,0,0,0,0,8,0,9.33,0,0
"60_TUAMAK2_10",0,17.33,56,0,0,0,0,0,0,0,17.34,0,1.33,0,0
"60_TUAMAK2_11",0,9.33,28,25.33,1.33,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK2_12",0,21.33,1.33,36,0,0,0,0,0,0,1.33,0,6.67,0,0
"60_TUAMAK2_13",17.33,37.33,26.67,4,0,0,0,0,0,0,1.33,0,1.33,0,0
"60_TUAMAK2_14",16,14.67,66.66,1.33,0,0,0,0,0,0,0,0,0,0,1.33
"60_TUAMAK2_15",0,5.33,84,2.67,2.67,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK2_16",0,40,28,5.34,1.33,0,0,0,0,0,0,0,5.33,0,0
"60_TUAMAK2_17",5.33,13.33,38.67,8,0,0,0,0,0,0,0,0,1.33,0,0
"60_TUAMAK2_18",0,9.33,62.67,6.67,1.33,0,0,0,0,0,1.33,0,0,0,0
"60_TUAMAK2_19",0,26.66,1.33,9.33,0,0,0,0,0,0,6.67,0,0,0,0
"60_TUAMAK2_20",30.67,24,4,8,5.33,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK2_21",17.33,29.33,10.67,13.33,4,0,0,0,2.67,0,0,0,0,0,0
"60_TUAMAK2_22",22.67,34.66,1.33,1.33,0,0,0,0,0,0,2.67,0,8,0,0
"60_TUAMAK2_23",8,5.33,69.33,4,0,0,0,0,0,0,0,0,1.33,0,0
"60_TUAMAK2_24",0,33.33,30.67,12,1.33,0,0,0,0,0,0,0,8,0,0
"60_TUAMAK2_25",0,17.33,66.67,8,0,0,0,0,0,0,0,0,0,0,1.33
"60_TUAMAK2_26",0,21.33,33.33,8,0,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK2_27",0,26.66,18.67,18.66,0,0,0,0,0,0,5.33,0,10.67,0,0
"60_TUAMAK2_28",2.67,40,41.33,9.34,0,0,0,0,0,0,0,0,0,0,1.33
"60_TUAMAK2_29",2.67,24,38.67,13.34,0,0,0,0,0,0,0,0,9.33,0,0
"60_TUAMAK2_30",0,44,0,24,0,0,0,0,0,0,2.67,0,4,0,0
"60_TUARAN1_1",0,4,0,2.67,0,0,0,0,2.67,0,9.33,0,0,0,0
"60_TUARAN1_2",0,0,0,16,0,0,0,0,2.67,0,25.33,0,0,0,0
"60_TUARAN1_3",0,7.99,0,2.67,1.33,0,0,0,0,0,42.66,0,0,0,0
"60_TUARAN1_4",0,5.33,1.33,8,0,0,0,0,1.33,0,16,2.67,0,0,0
"60_TUARAN1_5",0,2.67,4,4,0,0,0,0,0,0,5.33,0,0,0,0
"60_TUARAN1_6",0,1.33,0,0,0,0,0,0,0,0,20,0,0,0,0
"60_TUARAN1_7",0,1.33,0,10.66,0,0,0,0,0,0,8,0,0,0,0
"60_TUARAN1_8",0,0,1.33,8,0,0,0,0,6.66,0,17.33,0,0,0,0
"60_TUARAN1_9",0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0
"60_TUARAN1_10",0,6.66,0,13.33,0,0,0,0,1.33,0,36,0,0,0,0
"60_TUARAN1_11",0,0,0,34.67,1.33,0,0,0,0,0,13.33,0,0,0,0
"60_TUARAN1_12",0,0,9.33,30.67,0,0,0,0,0,0,1.33,0,0,0,0
"60_TUARAN1_13",0,2.67,20,1.33,0,0,0,0,0,0,1.33,0,0,0,0
"60_TUARAN1_14",0,5.33,4,4,0,0,0,0,0,0,0,0,0,0,0
"60_TUARAN1_15",0,0,0,52,0,0,0,0,1.33,0,13.33,0,0,0,0
"60_TUARAN1_16",0,0,2.67,1.33,0,0,0,0,0,0,13.33,0,0,0,0
"60_TUARAN1_17",0,5.33,0,66.66,0,0,0,0,2.67,0,4,0,0,0,0
"60_TUARAN1_18",0,0,0,65.33,0,0,0,0,0,0,1.33,0,0,0,0
"60_TUARAN1_19",0,8,1.33,5.33,0,0,0,0,9.33,0,9.33,0,0,0,0
"60_TUARAN1_20",0,1.33,0,5.33,0,0,0,0,0,0,2.67,0,0,0,0
"60_TUARAN1_21",0,16.01,0,22.67,0,0,0,0,1.33,0,20,0,0,0,0
"60_TUARAN1_22",0,1.33,1.33,13.34,0,0,0,0,2.67,0,29.33,0,0,0,1.33
"60_TUARAN1_23",0,1.33,1.33,27.99,0,0,0,0,0,0,5.33,0,0,0,0
"60_TUARAN1_24",0,4,0,10.67,0,0,0,0,0,0,24,0,0,0,0
"60_TUARAN1_25",1.33,11.99,0,6.66,0,0,0,0,2.67,0,13.33,2.67,0,0,0
"60_TUARAN1_26",0,2.66,0,22.66,0,0,0,0,0,0,12,0,0,0,0
"60_TUARAN1_27",0,8,0,8,0,0,0,0,0,0,17.33,0,0,0,0
"60_TUARAN1_28",0,1.33,0,13.33,0,0,0,0,1.33,0,14.67,0,0,0,0
"60_TUARAN1_29",0,9.33,0,30.67,0,0,0,0,1.33,0,5.33,0,0,0,0
"60_TUARAN1_30",0,1.33,0,9.33,0,0,0,0,0,0,4,0,0,0,0
"60_TUARAN2_1",0,1.33,9.33,34.67,0,0,0,0,1.33,0,6.67,2.67,0,0,0
"60_TUARAN2_2",0,2.67,0,17.33,1.33,0,0,0,2.67,1.33,5.33,0,0,0,0
"60_TUARAN2_3",0,1.33,1.33,30.66,0,0,0,0,9.33,0,2.67,8,0,0,0
"60_TUARAN2_4",0,2.66,1.33,34.66,0,0,0,0,6.67,0,9.33,0,0,0,0
"60_TUARAN2_5",0,0,0,40,0,0,0,0,4,0,10.67,0,0,0,0
"60_TUARAN2_6",0,0,0,10.67,2.66,0,0,0,0,0,0,6.67,0,0,0
"60_TUARAN2_7",0,0,0,57.33,0,0,0,0,2.67,0,0,0,0,0,0
"60_TUARAN2_8",0,2.67,0,28,0,0,0,0,2.67,0,4,0,0,0,0
"60_TUARAN2_9",0,1.33,1.33,11.99,1.33,0,0,0,1.33,0,0,9.33,0,0,0
"60_TUARAN2_10",0,0,4,1.33,0,0,0,0,4,0,0,10.67,0,0,0
"60_TUARAN2_11",0,5.33,4,0,0,0,0,0,10.67,0,8,13.33,0,0,0
"60_TUARAN2_12",0,2.67,0,14.67,0,0,0,0,9.33,0,2.67,2.67,0,0,0
"60_TUARAN2_13",0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0
"60_TUARAN2_14",0,4,0,33.33,0,0,0,0,2.67,0,0,0,0,0,0
"60_TUARAN2_15",0,0,2.67,68,0,0,0,0,4,0,1.33,9.33,0,0,0
"60_TUARAN2_16",0,1.33,0,22.66,0,0,0,0,12,0,0,46.67,0,0,0
"60_TUARAN2_17",0,0,2.66,29.33,0,0,0,0,2.67,0,1.33,0,0,0,0
"60_TUARAN2_18",0,0,5.34,85.33,0,0,0,0,0,0,0,0,0,0,0
"60_TUARAN2_19",0,1.33,14.67,17.33,0,0,0,0,0,0,25.33,4,0,0,0
"60_TUARAN2_20",0,0,1.33,78.67,0,0,0,0,5.33,0,1.33,0,0,0,0
"60_TUARAN2_21",0,0,0,36,0,0,0,0,2.67,0,5.33,0,0,0,0
"60_TUARAN2_22",0,0,0,12,0,0,0,0,0,0,2.67,20,0,0,0
"60_TUARAN2_23",0,1.33,5.33,58.66,0,0,0,0,1.33,0,2.66,0,0,0,0
"60_TUARAN2_24",0,0,0,0,0,0,0,0,1.33,0,1.33,0,0,0,0
"60_TUARAN2_25",0,0,1.33,44,0,0,0,0,1.33,0,5.33,0,0,0,0
"60_TUARAN2_26",1.33,1.33,0,44,0,0,0,0,2.67,0,1.33,1.33,0,0,1.33
"60_TUARAN2_27",0,8,1.33,20,1.33,0,0,0,2.67,1.33,40,0,0,0,0
"60_TUARAN2_28",0,0,5.33,45.33,0,0,0,0,2.67,0,18.67,0,0,0,0
"60_TUARAN2_29",0,0,0,47.99,0,0,0,0,9.33,0,12,0,0,0,0
"60_TUARAN2_30",0,9.33,0,33.33,0,0,0,0,5.33,0,36,8,0,0,0
"60_TUARAR1_1",0,12,1.33,24,0,0,0,0,6.67,0,13.33,0,0,0,0
"60_TUARAR1_2",1.33,6.66,12,9.33,0,0,0,0,9.33,0,33.33,0,0,0,0
"60_TUARAR1_3",0,6.66,1.33,66.66,0,0,0,0,2.67,0,8,0,0,0,0
"60_TUARAR1_4",0,4,0,5.33,0,0,0,0,14.67,0,17.33,0,0,0,0
"60_TUARAR1_5",0,4,1.33,1.33,0,0,0,0,2.67,0,25.33,0,0,0,0
"60_TUARAR1_6",0,6.67,0,70.67,0,0,0,0,0,0,12,0,0,0,0
"60_TUARAR1_7",0,1.33,4,46.67,0,0,0,0,1.33,0,18.67,0,0,0,1.33
"60_TUARAR1_8",0,10.66,5.33,20,0,0,0,0,1.33,0,17.33,0,0,0,0
"60_TUARAR1_9",0,21.34,9.33,8,0,0,0,0,0,0,33.34,0,0,0,0
"60_TUARAR1_10",0,1.33,0,46.66,0,0,0,0,2.67,0,20,0,0,0,0
"60_TUARAR1_11",1.33,24,1.33,14.67,0,0,0,0,0,0,26.67,0,0,0,0
"60_TUARAR1_12",0,7.99,33.33,25.33,0,0,0,0,4,0,13.33,0,0,0,0
"60_TUARAR1_13",0,10.68,1.33,20,0,0,0,0,1.33,0,21.34,0,0,0,0
"60_TUARAR1_14",4,0,9.33,26.67,0,0,0,0,0,0,14.67,0,0,0,0
"60_TUARAR1_15",0,9.33,8,7.99,0,0,0,0,2.67,0,5.33,0,0,0,0
"60_TUARAR1_16",0,25.33,13.33,17.33,0,0,0,0,1.33,0,13.33,0,0,0,0
"60_TUARAR1_17",0,9.33,0,28,0,0,0,0,4,0,21.33,0,0,0,0
"60_TUARAR1_18",4,18.66,2.67,49.33,0,0,0,0,0,0,8,0,0,0,0
"60_TUARAR1_19",0,0,0,81.33,0,0,0,0,0,0,6.67,0,0,0,0
"60_TUARAR1_20",0,4,5.33,50.67,0,0,0,0,0,0,9.33,0,0,0,0
"60_TUARAR1_21",0,9.34,12,13.33,0,0,0,0,2.67,0,17.33,0,0,0,0
"60_TUARAR1_22",0,2.67,0,20,0,0,0,0,2.67,0,36,0,0,0,0
"60_TUARAR1_23",0,2.67,18.67,50.67,0,0,0,0,0,0,9.34,0,0,0,0
"60_TUARAR1_24",0,1.33,2.67,25.33,0,0,0,0,1.33,0,40,0,0,0,0
"60_TUARAR1_25",0,3.99,0,14.66,0,0,0,0,2.67,0,0,0,0,0,0
"60_TUARAR1_26",0,10.66,8,8,0,0,0,0,0,0,1.33,1.33,4,0,0
"60_TUARAR1_27",1.33,8,45.34,12,0,0,0,0,0,0,8,0,0,0,0
"60_TUARAR1_28",6.66,12,0,21.33,0,0,0,0,6.67,0,10.67,0,0,0,0
"60_TUARAR1_29",0,2.66,0,2.67,0,0,0,0,16,0,9.33,0,0,0,0
"60_TUARAR1_30",0,5.33,0,62.67,0,0,0,0,4,0,10.67,0,0,0,0
"60_TUARAR2_1",0,0,12,4,0,0,0,0,6.67,0,5.33,0,0,0,0
"60_TUARAR2_2",0,8,1.33,0,0,0,0,0,5.33,0,21.33,0,0,0,0
"60_TUARAR2_3",0,1.33,2.66,0,1.33,0,0,0,0,0,5.33,0,0,0,0
"60_TUARAR2_4",0,4,8,1.33,0,0,0,0,4,0,4,0,0,0,0
"60_TUARAR2_5",0,1.33,5.34,1.33,0,0,0,0,1.33,0,1.33,0,0,0,0
"60_TUARAR2_6",0,5.33,6.67,0,0,0,0,0,6.67,0,10.66,0,0,0,0
"60_TUARAR2_7",0,2.66,0,0,0,0,0,0,4,0,13.33,0,0,0,0
"60_TUARAR2_8",0,12,2.67,4,0,0,0,0,4,0,6.66,0,0,0,0
"60_TUARAR2_9",0,8,4,6.66,0,0,0,0,1.33,0,12,0,0,0,0
"60_TUARAR2_10",1.33,10.66,2.67,1.33,0,0,0,0,2.67,0,30.67,0,0,0,0
"60_TUARAR2_11",0,11.99,16,2.66,4,0,0,0,4,0,37.33,0,0,0,0
"60_TUARAR2_12",0,5.33,28,0,0,0,0,0,10.67,0,1.33,0,0,0,0
"60_TUARAR2_13",0,18.66,0,34.67,0,0,0,0,5.33,0,24,0,0,0,0
"60_TUARAR2_14",2.67,2.66,1.33,29.33,0,0,0,0,9.33,0,25.33,0,0,0,0
"60_TUARAR2_15",1.33,9.34,20,18.67,0,0,0,0,5.33,0,14.67,0,0,0,0
"60_TUARAR2_16",0,13.34,0,0,0,0,0,0,0,0,4,0,0,0,0
"60_TUARAR2_17",1.33,13.33,14.67,0,0,0,0,0,4,0,25.33,0,0,0,2.67
"60_TUARAR2_18",0,14.67,2.67,5.33,1.33,0,0,0,0,0,13.33,0,0,0,0
"60_TUARAR2_19",0,5.33,16,13.33,0,0,0,0,5.33,0,17.33,0,0,0,0
"60_TUARAR2_20",0,4,10.66,0,0,0,0,0,2.67,0,2.67,0,0,0,0
"60_TUARAR2_21",0,4,4,0,0,0,0,0,4,0,0,0,0,0,0
"60_TUARAR2_22",2.67,9.33,6.67,0,0,0,0,0,1.33,0,2.67,0,0,0,0
"60_TUARAR2_23",0,0,0,0,0,0,0,0,5.33,0,2.67,0,0,0,0
"60_TUARAR2_24",0,13.34,2.67,2.66,0,0,0,0,4,0,6.67,0,0,0,0
"60_TUARAR2_25",0,1.33,10.67,6.67,0,0,0,0,0,0,4,0,0,0,0
"60_TUARAR2_26",0,5.33,0,0,0,0,0,0,10.67,0,1.33,0,0,0,0
"60_TUARAR2_27",0,0,0,2.67,1.33,0,0,0,1.33,0,6.67,0,0,0,0
"60_TUARAR2_28",0,5.33,0,2.67,0,0,0,0,13.33,0,20,0,0,0,0
"60_TUARAR2_29",0,6.67,4,2.66,0,0,0,0,4,0,9.33,0,0,0,0
"60_TUARAR2_30",0,9.32,1.33,6.67,0,0,0,0,0,0,16,0,0,0,0
"60_TUATIK1_1",0,48,0,5.34,0,0,0,0,16,0,1.33,0,0,0,0
"60_TUATIK1_2",0,5.33,0,5.33,0,0,0,0,12,0,2.67,0,0,0,0
"60_TUATIK1_3",0,41.33,0,4,0,0,0,0,12,0,5.33,1.33,0,0,0
"60_TUATIK1_4",0,16,0,4,0,0,0,0,12,0,0,0,0,0,0
"60_TUATIK1_5",0,36,0,1.33,0,0,0,0,10.67,0,1.33,0,0,0,0
"60_TUATIK1_6",0,18.67,0,1.33,0,0,0,0,5.33,0,2.67,1.33,1.33,0,0
"60_TUATIK1_7",0,17.33,0,32,0,0,0,0,2.67,0,5.33,0,0,0,0
"60_TUATIK1_8",0,13.33,0,0,0,0,0,0,14.67,0,0,0,0,0,0
"60_TUATIK1_9",0,10.67,0,9.33,1.33,0,0,0,2.67,0,16,0,0,0,0
"60_TUATIK1_10",0,24,0,4,2.66,0,0,0,10.67,0,0,0,0,0,0
"60_TUATIK1_11",0,26.67,0,17.33,0,0,0,0,22.67,0,5.33,0,0,0,1.33
"60_TUATIK1_12",0,28,0,4,0,0,0,0,16,0,0,0,0,0,0
"60_TUATIK1_13",0,25.33,0,1.33,0,0,0,0,29.33,0,2.67,4,0,0,0
"60_TUATIK1_14",4,26.67,0,6.66,0,0,0,0,2.67,1.33,22.67,0,0,0,0
"60_TUATIK1_15",0,42.67,4,1.33,0,0,0,0,2.67,0,6.67,0,0,0,0
"60_TUATIK1_16",0,38.67,0,1.33,1.33,0,0,0,6.67,0,0,1.33,0,0,0
"60_TUATIK1_17",0,20,0,1.33,1.33,0,0,0,1.33,0,4,0,0,0,0
"60_TUATIK1_18",0,30.66,0,9.33,0,0,0,0,4,0,4,0,0,0,0
"60_TUATIK1_19",0,37.33,0,6.67,0,0,0,0,0,0,37.33,0,0,0,1.33
"60_TUATIK1_20",0,16,0,10.66,0,0,0,0,1.33,0,9.33,1.33,0,0,0
"60_TUATIK1_21",0,34.66,0,0,0,0,0,0,25.33,0,1.33,0,0,0,0
"60_TUATIK1_22",0,21.34,0,16,0,0,0,0,2.67,0,10.67,0,0,0,0
"60_TUATIK1_23",0,16,1.33,5.33,0,0,0,0,17.33,0,20,0,1.33,0,0
"60_TUATIK1_24",2.67,1.33,9.34,1.33,0,0,0,0,2.67,0,0,0,0,0,0
"60_TUATIK1_25",0,4,5.33,0,0,0,0,0,5.33,0,0,0,0,0,0
"60_TUATIK1_26",0,32,0,2.66,1.33,0,0,0,29.33,0,0,0,0,0,1.33
"60_TUATIK1_27",0,1.33,14.67,5.34,0,0,0,0,41.33,0,4,0,0,0,0
"60_TUATIK1_28",0,25.33,0,8,1.33,0,0,0,8,0,1.33,1.33,0,0,0
"60_TUATIK1_29",0,37.33,0,16,0,1.33,0,0,12,1.33,1.33,0,0,0,1.33
"60_TUATIK1_30",0,38.66,2.67,1.33,1.33,0,0,0,8,0,24,0,0,0,0
"60_TUATIK2_1",6.67,1.33,1.33,37.33,1.33,0,0,0,4,1.33,17.33,0,0,2.67,0
"60_TUATIK2_2",0,0,0,69.33,1.33,0,0,0,6.67,0,4,0,0,0,0
"60_TUATIK2_3",0,4,0,65.33,0,0,0,0,1.33,0,14.67,6.67,0,0,0
"60_TUATIK2_4",0,0,0,41.33,1.33,0,0,0,6.67,0,22.67,0,0,2.67,1.33
"60_TUATIK2_5",1.33,2.67,2.67,53.34,0,0,0,0,2.67,0,10.67,4,0,1.33,0
"60_TUATIK2_6",1.33,4,0,36,1.33,0,0,0,10.67,0,5.33,4,0,6.67,4
"60_TUATIK2_7",0,1.33,0,73.33,0,0,0,0,1.33,0,1.33,2.67,0,0,0
"60_TUATIK2_8",0,0,4,9.33,0,0,0,0,0,0,1.33,0,0,0,0
"60_TUATIK2_9",0,0,0,20,0,0,0,0,2.67,0,5.33,0,0,0,0
"60_TUATIK2_10",0,0,0,9.33,0,0,0,0,1.33,0,0,0,0,0,0
"60_TUATIK2_11",0,5.33,0,22.67,1.33,0,0,0,6.67,0,10.66,8,0,2.67,0
"60_TUATIK2_12",0,0,1.33,5.33,1.33,0,0,0,8,0,0,0,0,2.67,0
"60_TUATIK2_13",0,2.67,1.33,22.67,0,0,0,0,6.67,0,16,0,0,0,0
"60_TUATIK2_14",0,0,0,68,0,0,0,0,0,0,6.67,0,0,0,0
"60_TUATIK2_15",0,0,0,26.66,0,0,0,0,5.33,0,0,0,0,0,0
"60_TUATIK2_16",0,0,0,50.67,0,0,0,0,4,0,8,0,0,0,0
"60_TUATIK2_17",0,1.33,0,28,1.33,0,1.33,0,4,0,6.67,5.33,0,0,0
"60_TUATIK2_18",0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0
"60_TUATIK2_19",0,0,0,26.67,0,0,0,0,4,0,4,4,0,4,0
"60_TUATIK2_20",0,0,0,29.34,1.33,0,0,0,4,0,0,1.33,0,0,0
"60_TUATIK2_21",0,0,0,25.33,0,0,0,0,1.33,0,2.67,0,0,0,0
"60_TUATIK2_22",0,1.33,1.33,12,0,0,0,0,2.67,0,17.34,9.33,0,2.67,1.33
"60_TUATIK2_23",0,0,4,12,0,0,0,0,10.66,0,4,0,0,0,0
"60_TUATIK2_24",0,0,0,52,0,0,0,0,6.67,0,9.33,6.66,0,1.33,0
"60_TUATIK2_25",0,14.67,0,29.34,0,0,0,0,5.33,0,18.66,0,0,0,0
"60_TUATIK2_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60_TUATIK2_27",0,0,0,5.33,0,0,0,0,1.33,0,9.33,13.34,0,0,0
"60_TUATIK2_28",0,1.33,0,1.33,0,0,0,0,1.33,0,0,6.67,0,0,0
"60_TUATIK2_29",0,2.67,0,0,1.33,0,0,0,6.67,0,4,0,0,1.33,0
"60_TUATIK2_30",0,0,0,36,0,0,0,0,13.34,0,14.66,4,0,5.33,0
"90_GAMMAN1_1",0,0,0,2.67,0,0,0,0,0,0,2.67,42.67,0,0,0
"90_GAMMAN1_2",0,0,0,73.33,0,0,0,0,0,0,0,5.33,0,0,0
"90_GAMMAN1_3",0,0,1.33,13.33,0,0,0,0,0,0,0,40,0,0,0
"90_GAMMAN1_4",0,0,0,0,0,0,0,0,0,0,0,34.67,0,0,0
"90_GAMMAN1_5",0,0,0,4,0,0,0,0,5.33,0,1.33,16,0,0,0
"90_GAMMAN1_6",0,0,1.33,0,0,0,0,0,1.33,0,0,14.67,0,0,0
"90_GAMMAN1_7",0,0,1.33,10.66,0,0,0,0,1.33,0,0,24,1.33,0,0
"90_GAMMAN1_8",0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0
"90_GAMMAN1_9",0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0
"90_GAMMAN1_10",0,1.33,2.67,5.33,0,0,0,0,1.33,0,0,4,0,0,0
"90_GAMMAN1_11",0,6.67,0,16,0,0,0,0,0,0,0,46.67,0,0,0
"90_GAMMAN1_12",0,0,1.33,6.67,0,0,0,0,1.33,0,0,25.33,0,0,0
"90_GAMMAN1_13",0,0,1.33,2.67,0,0,0,0,1.33,0,0,8,0,0,0
"90_GAMMAN1_14",0,0,0,5.33,0,0,0,0,0,0,2.66,8,0,0,0
"90_GAMMAN1_15",0,0,0,18.67,0,0,0,0,0,0,0,13.33,0,0,0
"90_GAMMAN1_16",0,0,1.33,2.66,0,0,0,0,0,0,0,6.67,0,0,0
"90_GAMMAN1_17",0,0,0,4,0,0,0,0,0,0,1.33,10.67,0,0,0
"90_GAMMAN1_18",0,1.33,0,18.67,0,0,0,0,2.67,0,0,2.67,0,0,0
"90_GAMMAN1_19",0,0,0,21.33,0,0,0,0,0,0,0,4,0,0,0
"90_GAMMAN1_20",0,2.67,1.33,20,0,0,0,0,0,0,0,2.67,1.33,0,0
"90_GAMMAN1_21",0,1.33,0,24,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN1_22",0,1.33,0,2.67,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN1_23",0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN1_24",0,1.33,2.67,0,0,0,0,0,0,0,0,1.33,0,0,0
"90_GAMMAN1_25",0,1.33,0,1.33,0,0,0,0,0,0,0,0,4,0,0
"90_GAMMAN1_26",0,0,0,13.33,0,0,0,0,0,0,0,49.33,0,0,0
"90_GAMMAN1_27",0,0,2.67,9.33,0,0,0,0,0,0,0,45.33,0,0,0
"90_GAMMAN1_28",0,0,0,4,0,0,0,0,0,0,1.33,33.33,0,0,0
"90_GAMMAN1_29",0,2.66,0,9.33,0,0,0,0,0,0,0,61.33,0,0,0
"90_GAMMAN1_30",0,6.67,0,6.67,0,0,0,0,0,0,0,36,0,0,0
"90_GAMMAN2_1",0,4,0,74.67,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_2",0,1.33,0,45.33,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_3",5.33,1.33,0,61.33,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_4",0,0,0,32,0,0,0,0,1.33,0,1.33,0,1.33,0,0
"90_GAMMAN2_5",1.33,2.67,0,55.99,0,0,0,0,6.67,0,4,0,0,0,0
"90_GAMMAN2_6",0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_7",0,1.33,0,61.33,0,0,0,0,1.33,0,1.33,0,1.33,0,0
"90_GAMMAN2_8",0,1.33,2.67,44,0,0,0,0,1.33,0,0,1.33,0,0,0
"90_GAMMAN2_9",0,1.33,1.33,34.67,0,0,0,0,0,0,0,2.67,1.33,0,0
"90_GAMMAN2_10",0,0,1.33,52,0,0,0,0,1.33,0,0,0,0,0,0
"90_GAMMAN2_11",0,0,0,56.01,0,0,0,0,0,0,0,0,1.33,0,0
"90_GAMMAN2_12",1.33,1.33,0,46.67,0,0,0,0,0,0,0,0,1.33,0,0
"90_GAMMAN2_13",0,0,5.33,94.67,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_14",0,5.33,0,84,0,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_15",0,0,0,64,0,0,0,0,1.33,0,0,0,0,0,0
"90_GAMMAN2_16",1.33,0,9.33,68,0,0,1.33,0,0,0,0,10.67,0,0,0
"90_GAMMAN2_17",0,0,0,76,0,0,0,0,0,0,0,5.33,0,0,0
"90_GAMMAN2_18",0,28,6.67,44,0,0,0,0,2.67,0,0,0,0,0,0
"90_GAMMAN2_19",0,25.33,0,17.33,0,0,0,0,0,0,0,1.33,0,0,0
"90_GAMMAN2_20",0,0,1.33,25.33,0,0,0,0,1.33,0,0,1.33,1.33,0,0
"90_GAMMAN2_21",0,0,0,28,0,0,0,0,4,0,0,0,6.67,0,0
"90_GAMMAN2_22",2.67,0,9.34,22.67,0,0,0,0,0,0,1.33,0,2.67,0,0
"90_GAMMAN2_23",6.67,0,0,6.66,0,0,0,0,1.33,1.33,0,0,0,0,0
"90_GAMMAN2_24",0,0,0,49.33,0,0,0,0,0,0,0,1.33,0,0,0
"90_GAMMAN2_25",0,1.33,0,21.33,0,0,5.33,0,0,0,0,2.67,0,0,0
"90_GAMMAN2_26",0,0,0,26.67,0,0,0,0,0,0,0,2.67,0,0,0
"90_GAMMAN2_27",2.67,8,0,52,0,0,0,0,0,0,0,0,0,0,0
